Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,City,Latitude,Longitude
915,30-05-2023,CUST915,Female,26,Beauty,3,30,90,Delhi,28.6139,77.209
916,24-12-2023,CUST916,Female,32,Electronics,1,50,50,Delhi,28.6139,77.209
917,06-03-2023,CUST917,Female,57,Electronics,4,50,200,Hyderabad,17.385,78.4867
918,23-11-2023,CUST918,Female,42,Electronics,3,30,90,Delhi,28.6139,77.209
919,09-09-2023,CUST919,Female,22,Beauty,2,25,50,Kolkata,22.5726,88.3639
920,22-02-2023,CUST920,Female,28,Beauty,3,25,75,Kolkata,22.5726,88.3639
921,07-01-2023,CUST921,Male,51,Electronics,3,25,75,Kolkata,22.5726,88.3639
922,21-10-2023,CUST922,Male,41,Electronics,1,50,50,Kolkata,22.5726,88.3639
923,26-05-2023,CUST923,Male,32,Beauty,3,300,900,Hyderabad,17.385,78.4867
924,29-08-2023,CUST924,Male,55,Beauty,2,50,100,Mumbai,19.076,72.8777
925,03-09-2023,CUST925,Male,25,Electronics,1,300,300,Bangalore,12.9716,77.5946
926,14-08-2023,CUST926,Male,22,Electronics,1,30,30,Delhi,28.6139,77.209
927,24-06-2023,CUST927,Male,43,Electronics,4,500,2000,Bangalore,12.9716,77.5946
928,05-04-2023,CUST928,Female,35,Clothing,4,300,1200,Kolkata,22.5726,88.3639
929,27-01-2023,CUST929,Female,23,Beauty,3,25,75,Delhi,28.6139,77.209
930,10-05-2023,CUST930,Male,54,Clothing,4,50,200,Mumbai,19.076,72.8777
931,02-09-2023,CUST931,Male,30,Beauty,4,30,120,Delhi,28.6139,77.209
932,28-02-2023,CUST932,Female,45,Beauty,4,25,100,Hyderabad,17.385,78.4867
933,03-02-2023,CUST933,Male,22,Beauty,1,30,30,Kolkata,22.5726,88.3639
934,25-07-2023,CUST934,Male,30,Beauty,1,500,500,Hyderabad,17.385,78.4867
935,09-09-2023,CUST935,Female,34,Beauty,1,50,50,Hyderabad,17.385,78.4867
936,07-02-2023,CUST936,Male,57,Beauty,4,50,200,Delhi,28.6139,77.209
937,23-10-2023,CUST937,Female,62,Beauty,1,500,500,Delhi,28.6139,77.209
938,19-11-2023,CUST938,Male,49,Clothing,4,50,200,Hyderabad,17.385,78.4867
939,18-12-2023,CUST939,Female,46,Electronics,1,300,300,Kolkata,22.5726,88.3639
940,28-01-2023,CUST940,Female,20,Electronics,1,30,30,Delhi,28.6139,77.209
941,19-03-2023,CUST941,Female,57,Clothing,2,25,50,Kolkata,22.5726,88.3639
942,18-03-2023,CUST942,Male,51,Clothing,3,500,1500,Mumbai,19.076,72.8777
943,16-10-2023,CUST943,Female,57,Clothing,4,300,1200,Hyderabad,17.385,78.4867
944,05-06-2023,CUST944,Male,44,Clothing,2,25,50,Mumbai,19.076,72.8777
945,13-02-2023,CUST945,Male,30,Beauty,1,25,25,Bangalore,12.9716,77.5946
946,08-05-2023,CUST946,Male,62,Electronics,4,500,2000,Delhi,28.6139,77.209
947,02-03-2023,CUST947,Male,50,Beauty,1,300,300,Mumbai,19.076,72.8777
948,13-10-2023,CUST948,Female,23,Electronics,3,25,75,Delhi,28.6139,77.209
949,02-08-2023,CUST949,Female,41,Electronics,2,25,50,Delhi,28.6139,77.209
950,07-11-2023,CUST950,Male,36,Clothing,3,300,900,Mumbai,19.076,72.8777
951,02-11-2023,CUST951,Male,33,Beauty,2,50,100,Mumbai,19.076,72.8777
952,13-11-2023,CUST952,Female,57,Clothing,1,25,25,Mumbai,19.076,72.8777
953,26-04-2023,CUST953,Male,45,Beauty,3,30,90,Bangalore,12.9716,77.5946
954,25-09-2023,CUST954,Female,50,Electronics,3,300,900,Kolkata,22.5726,88.3639
955,14-07-2023,CUST955,Male,58,Clothing,1,25,25,Mumbai,19.076,72.8777
956,19-08-2023,CUST956,Male,30,Clothing,3,500,1500,Kolkata,22.5726,88.3639
957,15-08-2023,CUST957,Female,60,Electronics,4,30,120,Bangalore,12.9716,77.5946
958,02-06-2023,CUST958,Male,62,Electronics,2,25,50,Bangalore,12.9716,77.5946
959,29-10-2023,CUST959,Female,42,Electronics,2,30,60,Kolkata,22.5726,88.3639
960,08-08-2023,CUST960,Male,59,Clothing,2,30,60,Bangalore,12.9716,77.5946
961,06-06-2023,CUST961,Male,53,Beauty,4,50,200,Bangalore,12.9716,77.5946
962,19-10-2023,CUST962,Male,44,Clothing,2,30,60,Kolkata,22.5726,88.3639
963,14-11-2023,CUST963,Female,55,Beauty,1,50,50,Hyderabad,17.385,78.4867
964,31-01-2023,CUST964,Male,24,Clothing,3,300,900,Mumbai,19.076,72.8777
965,09-11-2023,CUST965,Male,22,Clothing,4,50,200,Bangalore,12.9716,77.5946
966,20-02-2023,CUST966,Male,60,Electronics,2,500,1000,Kolkata,22.5726,88.3639
967,17-04-2023,CUST967,Male,62,Beauty,1,25,25,Kolkata,22.5726,88.3639
968,17-11-2023,CUST968,Female,48,Clothing,3,300,900,Hyderabad,17.385,78.4867
969,19-04-2023,CUST969,Female,40,Clothing,3,300,900,Kolkata,22.5726,88.3639
970,16-05-2023,CUST970,Male,59,Electronics,4,500,2000,Kolkata,22.5726,88.3639
971,05-12-2023,CUST971,Female,27,Electronics,4,50,200,Mumbai,19.076,72.8777
972,11-02-2023,CUST972,Male,49,Beauty,4,25,100,Hyderabad,17.385,78.4867
973,22-03-2023,CUST973,Male,60,Clothing,1,50,50,Bangalore,12.9716,77.5946
974,03-05-2023,CUST974,Male,47,Beauty,1,30,30,Hyderabad,17.385,78.4867
975,30-03-2023,CUST975,Female,56,Clothing,4,50,200,Hyderabad,17.385,78.4867
976,10-10-2023,CUST976,Female,48,Beauty,2,300,600,Delhi,28.6139,77.209
977,08-02-2023,CUST977,Female,35,Electronics,3,25,75,Kolkata,22.5726,88.3639
978,22-03-2023,CUST978,Female,53,Clothing,3,50,150,Delhi,28.6139,77.209
979,02-01-2023,CUST979,Female,19,Beauty,1,25,25,Delhi,28.6139,77.209
980,29-07-2023,CUST980,Female,31,Electronics,3,25,75,Kolkata,22.5726,88.3639
981,19-08-2023,CUST981,Female,30,Electronics,2,30,60,Kolkata,22.5726,88.3639
982,19-12-2023,CUST982,Female,46,Beauty,3,30,90,Hyderabad,17.385,78.4867
983,01-11-2023,CUST983,Female,29,Clothing,1,300,300,Delhi,28.6139,77.209
984,29-08-2023,CUST984,Male,56,Clothing,1,500,500,Kolkata,22.5726,88.3639
985,30-05-2023,CUST985,Female,19,Electronics,2,25,50,Kolkata,22.5726,88.3639
986,17-01-2023,CUST986,Female,49,Clothing,2,500,1000,Delhi,28.6139,77.209
987,29-04-2023,CUST987,Female,30,Clothing,3,300,900,Kolkata,22.5726,88.3639
988,28-05-2023,CUST988,Female,63,Clothing,3,25,75,Kolkata,22.5726,88.3639
989,28-12-2023,CUST989,Female,44,Electronics,1,25,25,Kolkata,22.5726,88.3639
990,25-05-2023,CUST990,Female,58,Beauty,2,500,1000,Delhi,28.6139,77.209
991,26-12-2023,CUST991,Female,34,Clothing,2,50,100,Mumbai,19.076,72.8777
992,21-08-2023,CUST992,Female,57,Electronics,2,30,60,Delhi,28.6139,77.209
993,06-02-2023,CUST993,Female,48,Electronics,3,50,150,Bangalore,12.9716,77.5946
994,18-12-2023,CUST994,Female,51,Beauty,2,500,1000,Kolkata,22.5726,88.3639
995,30-04-2023,CUST995,Female,41,Clothing,1,30,30,Bangalore,12.9716,77.5946
996,16-05-2023,CUST996,Male,62,Clothing,1,50,50,Kolkata,22.5726,88.3639
997,17-11-2023,CUST997,Male,52,Beauty,3,30,90,Kolkata,22.5726,88.3639
998,29-10-2023,CUST998,Female,23,Beauty,4,25,100,Kolkata,22.5726,88.3639
999,05-12-2023,CUST999,Female,36,Electronics,3,50,150,Kolkata,22.5726,88.3639
1000,12-04-2023,CUST1000,Male,47,Electronics,4,30,120,Delhi,28.6139,77.209
